-71.886,-87.816,108.01,1
-71.716,-87.061,107.36,1
-71.547,-86.31,106.72,1
-71.378,-85.562,106.08,1
-71.21,-84.816,105.44,1
-71.042,-84.074,104.81,1
-70.875,-83.334,104.17,1
-70.709,-82.598,103.54,1
-70.543,-81.864,102.91,1
-70.378,-81.134,102.28,1
-70.214,-80.406,101.65,1
-70.05,-79.682,101.03,1
-69.887,-78.96,100.4,1
-69.724,-78.241,99.778,1
-69.563,-77.525,99.157,1
-69.401,-76.812,98.538,1
-69.241,-76.103,97.921,1
-69.08,-75.396,97.305,1
-68.921,-74.691,96.691,1
-68.762,-73.99,96.079,1
-68.604,-73.292,95.468,1
-68.446,-72.597,94.859,1
-68.289,-71.904,94.252,1
-68.133,-71.215,93.646,1
-67.977,-70.528,93.043,1
-67.822,-69.844,92.44,1
-67.667,-69.164,91.84,1
-67.513,-68.486,91.241,1
-67.36,-67.811,90.644,1
-67.207,-67.138,90.048,1
-67.055,-66.469,89.455,1
-66.903,-65.803,88.862,1
-66.752,-65.139,88.272,1
-66.602,-64.478,87.683,1
-66.452,-63.82,87.096,1
-66.303,-63.165,86.51,1
-66.155,-62.513,85.926,1
-66.007,-61.864,85.344,1
-65.859,-61.217,84.763,1
-65.712,-60.574,84.184,1
-65.566,-59.933,83.606,1
-65.421,-59.295,83.03,1
-65.276,-58.66,82.456,1
-65.131,-58.027,81.883,1
-64.988,-57.398,81.312,1
-64.844,-56.771,80.743,1
-64.702,-56.147,80.175,1
-64.56,-55.526,79.608,1
-64.418,-54.907,79.044,1
-64.277,-54.292,78.48,1
-64.137,-53.679,77.919,1
-63.998,-53.069,77.359,1
-63.858,-52.461,76.8,1
-63.72,-51.857,76.243,1
-63.582,-51.255,75.688,1
-63.445,-50.656,75.134,1
-63.308,-50.06,74.582,1
-63.172,-49.466,74.031,1
-63.036,-48.876,73.482,1
-62.901,-48.288,72.934,1
-62.767,-47.702,72.388,1
-62.633,-47.12,71.843,1
-62.5,-46.54,71.3,1
-62.367,-45.963,70.758,1
-62.235,-45.389,70.218,1
-62.103,-44.817,69.68,1
-61.972,-44.248,69.142,1
-61.842,-43.682,68.607,1
-61.712,-43.118,68.073,1
-61.583,-42.557,67.54,1
-61.454,-41.999,67.009,1
-61.326,-41.444,66.479,1
-61.198,-40.891,65.951,1
-61.071,-40.341,65.424,1
-60.945,-39.794,64.899,1
-60.819,-39.249,64.375,1
-60.694,-38.707,63.853,1
-60.569,-38.167,63.332,1
-60.445,-37.631,62.813,1
-60.321,-37.096,62.295,1
-60.198,-36.565,61.778,1
-60.076,-36.036,61.263,1
-59.954,-35.51,60.749,1
-59.832,-34.987,60.237,1
-59.712,-34.466,59.726,1
-59.591,-33.947,59.217,1
-59.472,-33.432,58.709,1
-59.353,-32.919,58.202,1
-59.234,-32.408,57.697,1
-59.116,-31.9,57.193,1
-58.998,-31.395,56.691,1
-58.881,-30.892,56.19,1
-58.765,-30.392,55.69,1
-58.649,-29.895,55.192,1
-58.534,-29.4,54.695,1
-58.419,-28.908,54.2,1
-58.305,-28.418,53.705,1
-58.191,-27.931,53.213,1
-58.078,-27.446,52.721,1
-57.966,-26.964,52.231,1
-57.854,-26.485,51.743,1
-57.742,-26.008,51.255,1
-57.631,-25.534,50.769,1
-57.521,-25.062,50.285,1
-57.411,-24.593,49.801,1
-57.302,-24.126,49.319,1
-57.193,-23.662,48.839,1
-57.085,-23.2,48.36,1
-56.977,-22.741,47.882,1
-56.87,-22.284,47.405,1
-56.763,-21.83,46.93,1
-56.657,-21.379,46.455,1
-56.552,-20.93,45.983,1
-56.447,-20.483,45.511,1
-56.342,-20.039,45.041,1
-56.238,-19.597,44.572,1
-56.135,-19.158,44.105,1
-56.032,-18.722,43.638,1
-55.93,-18.288,43.173,1
-55.828,-17.856,42.71,1
-55.726,-17.427,42.247,1
-55.626,-17,41.786,1
-55.525,-16.576,41.326,1
-55.426,-16.154,40.867,1
-55.326,-15.734,40.41,1
-55.228,-15.318,39.953,1
-55.13,-14.903,39.498,1
-55.032,-14.491,39.045,1
-54.935,-14.081,38.592,1
-54.838,-13.674,38.141,1
-54.742,-13.269,37.691,1
-54.647,-12.867,37.242,1
-54.551,-12.467,36.794,1
-54.457,-12.07,36.348,1
-54.363,-11.675,35.903,1
-54.269,-11.282,35.459,1
-54.176,-10.892,35.016,1
-54.084,-10.504,34.574,1
-53.992,-10.118,34.134,1
-53.9,-9.7349,33.695,1
-53.809,-9.3542,33.257,1
-53.719,-8.9758,32.82,1
-53.629,-8.5998,32.384,1
-53.54,-8.2261,31.95,1
-53.451,-7.8548,31.516,1
-53.362,-7.4859,31.084,1
-53.274,-7.1193,30.653,1
-53.187,-6.7551,30.223,1
-53.1,-6.3932,29.794,1
-53.013,-6.0337,29.367,1
-52.928,-5.6765,28.94,1
-52.842,-5.3216,28.515,1
-52.757,-4.969,28.091,1
-52.673,-4.6188,27.668,1
-52.589,-4.2709,27.246,1
-52.505,-3.9253,26.825,1
-52.422,-3.582,26.405,1
-52.34,-3.241,25.987,1
-52.258,-2.9023,25.569,1
-52.177,-2.5659,25.153,1
-52.096,-2.2318,24.737,1
-52.015,-1.9,24.323,1
-51.935,-1.5705,23.91,1
-51.856,-1.2432,23.498,1
-51.777,-0.91824,23.087,1
-51.698,-0.59553,22.677,1
-51.62,-0.27508,22.268,1
-51.543,0.04312,21.86,1
-51.466,0.35906,21.454,1
-51.389,0.67275,21.048,1
-51.313,0.98419,20.643,1
-51.237,1.2934,20.24,1
-51.162,1.6004,19.837,1
-51.087,1.9051,19.436,1
-51.013,2.2076,19.035,1
-50.94,2.5079,18.636,1
-50.866,2.8059,18.237,1
-50.721,3.3954,17.444,1
-50.578,3.9761,16.654,1
-50.437,4.548,15.868,1
-50.298,5.1111,15.087,1
