106.3,-48.421,-39.484,1
106.34,-47.775,-39.087,1
106.38,-47.13,-38.691,1
106.42,-46.487,-38.296,1
106.46,-45.846,-37.903,1
106.51,-45.206,-37.511,1
106.55,-44.568,-37.12,1
106.59,-43.931,-36.73,1
106.64,-43.296,-36.342,1
106.68,-42.662,-35.955,1
106.72,-42.03,-35.569,1
106.77,-41.399,-35.184,1
106.81,-40.77,-34.801,1
106.86,-40.143,-34.419,1
106.9,-39.517,-34.038,1
106.95,-38.892,-33.658,1
106.99,-38.269,-33.28,1
107.04,-37.647,-32.903,1
107.08,-37.027,-32.527,1
107.13,-36.409,-32.152,1
107.17,-35.792,-31.779,1
107.22,-35.176,-31.407,1
107.26,-34.562,-31.036,1
107.31,-33.949,-30.666,1
107.36,-33.338,-30.298,1
107.4,-32.729,-29.931,1
107.45,-32.121,-29.565,1
107.5,-31.514,-29.2,1
107.54,-30.909,-28.837,1
107.59,-30.305,-28.475,1
107.64,-29.703,-28.114,1
107.69,-29.102,-27.754,1
107.74,-28.502,-27.395,1
107.78,-27.905,-27.038,1
107.83,-27.308,-26.682,1
107.88,-26.713,-26.327,1
107.93,-26.12,-25.973,1
107.98,-25.527,-25.621,1
108.03,-24.937,-25.27,1
108.08,-24.348,-24.92,1
108.13,-23.76,-24.571,1
108.18,-23.173,-24.224,1
108.23,-22.588,-23.877,1
108.28,-22.005,-23.532,1
108.33,-21.423,-23.188,1
108.38,-20.842,-22.845,1
108.43,-20.263,-22.504,1
108.48,-19.685,-22.164,1
108.53,-19.109,-21.825,1
108.58,-18.534,-21.487,1
108.63,-17.96,-21.15,1
108.68,-17.388,-20.815,1
108.73,-16.817,-20.48,1
108.78,-16.248,-20.147,1
108.84,-15.68,-19.815,1
108.89,-15.113,-19.485,1
108.94,-14.548,-19.155,1
108.99,-13.984,-18.827,1
109.05,-13.421,-18.5,1
109.1,-12.86,-18.174,1
109.15,-12.301,-17.849,1
109.2,-11.742,-17.525,1
109.26,-11.185,-17.203,1
109.31,-10.63,-16.882,1
109.36,-10.075,-16.562,1
109.42,-9.5225,-16.243,1
109.47,-8.9709,-15.925,1
109.52,-8.4208,-15.609,1
109.58,-7.8719,-15.293,1
109.63,-7.3244,-14.979,1
109.69,-6.7783,-14.666,1
109.74,-6.2335,-14.354,1
109.8,-5.69,-14.044,1
109.85,-5.1479,-13.734,1
109.91,-4.6071,-13.426,1
109.96,-4.0676,-13.119,1
110.02,-3.5294,-12.813,1
110.07,-2.9926,-12.508,1
110.13,-2.4571,-12.204,1
110.18,-1.9229,-11.902,1
110.24,-1.39,-11.601,1
110.29,-0.85848,-11.3,1
110.35,-0.32823,-11.001,1
110.41,0.20072,-10.703,1
110.46,0.72837,-10.407,1
110.52,1.2547,-10.111,1
