subj,SF1,SF2,Acc,RT,GBJ,GIST,HMAX,AlexNet-fc6
2004,Skel,Bulge,1,951.8,152.0023367,0.055864234,0.993388096,519.0957
2005,Shrink,Wave,0.931034483,1503.586207,123.1688304,0.031504527,0.996757956,307.41324
2005,Skel,Wave,0.966666667,1178.9,130.3044035,0.031612903,0.996599054,294.57343
2005,Skel,Shrink,0.857142857,1461.857143,132.0110711,0.034314111,0.996439514,322.77618
2005,Balloon,Shrink,1,1172.413793,136.9334726,0.04559527,0.996008686,397.15485
2005,Skel,Balloon,0.933333333,1100.6,143.7180112,0.045827638,0.995019926,450.50989
2005,Balloon,Wave,0.931034483,1121.448276,140.8013227,0.041538939,0.996043232,429.11118
2005,Bulge,Wave,1,1034.666667,150.2919008,0.049303781,0.995188334,504.52725
2005,Balloon,Bulge,1,1638.275862,147.1281223,0.046626538,0.995574224,408.50665
2005,Bulge,Shrink,0.966666667,1365.1,156.2337797,0.059229795,0.994578936,507.87921
2005,Skel,Bulge,0.966666667,1022.7,152.0023367,0.055864234,0.993388096,519.0957
2006,Shrink,Wave,0.931034483,1017.034483,123.1688304,0.031504527,0.996757956,307.41324
2006,Skel,Wave,0.933333333,1009.3,130.3044035,0.031612903,0.996599054,294.57343
2006,Skel,Shrink,0.888888889,1319.037037,132.0110711,0.034314111,0.996439514,322.77618
2006,Balloon,Shrink,0.857142857,1321.5,136.9334726,0.04559527,0.996008686,397.15485
2006,Skel,Balloon,0.964285714,916.2857143,143.7180112,0.045827638,0.995019926,450.50989
2006,Balloon,Wave,0.964285714,981.9285714,140.8013227,0.041538939,0.996043232,429.11118
2006,Bulge,Wave,1,951.3666667,150.2919008,0.049303781,0.995188334,504.52725
2006,Balloon,Bulge,0.814814815,1188.296296,147.1281223,0.046626538,0.995574224,408.50665
2006,Bulge,Shrink,1,1185.5,156.2337797,0.059229795,0.994578936,507.87921
2006,Skel,Bulge,0.892857143,963.3928571,152.0023367,0.055864234,0.993388096,519.0957
2007,Shrink,Wave,0.9,893.4,123.1688304,0.031504527,0.996757956,307.41324
2007,Skel,Wave,0.966666667,904.1333333,130.3044035,0.031612903,0.996599054,294.57343
2007,Skel,Shrink,1,943.6551724,132.0110711,0.034314111,0.996439514,322.77618
2007,Balloon,Shrink,0.966666667,939.4666667,136.9334726,0.04559527,0.996008686,397.15485
2007,Skel,Balloon,1,749.6,143.7180112,0.045827638,0.995019926,450.50989
2007,Balloon,Wave,1,797.4,140.8013227,0.041538939,0.996043232,429.11118
2007,Bulge,Wave,1,796.6,150.2919008,0.049303781,0.995188334,504.52725
2007,Balloon,Bulge,0.8,975.24,147.1281223,0.046626538,0.995574224,408.50665
2007,Bulge,Shrink,0.966666667,838.7666667,156.2337797,0.059229795,0.994578936,507.87921
2007,Skel,Bulge,1,723.1666667,152.0023367,0.055864234,0.993388096,519.0957
2008,Shrink,Wave,1,1060.966667,123.1688304,0.031504527,0.996757956,307.41324
2008,Skel,Wave,1,1087.333333,130.3044035,0.031612903,0.996599054,294.57343
2008,Skel,Shrink,0.892857143,958.3214286,132.0110711,0.034314111,0.996439514,322.77618
2008,Balloon,Shrink,0.933333333,977.9333333,136.9334726,0.04559527,0.996008686,397.15485
2008,Skel,Balloon,0.965517241,893.0689655,143.7180112,0.045827638,0.995019926,450.50989
2008,Balloon,Wave,1,880.6,140.8013227,0.041538939,0.996043232,429.11118
2008,Bulge,Wave,0.966666667,1052.466667,150.2919008,0.049303781,0.995188334,504.52725
2008,Balloon,Bulge,0.964285714,1135.535714,147.1281223,0.046626538,0.995574224,408.50665
2008,Bulge,Shrink,0.966666667,897.0666667,156.2337797,0.059229795,0.994578936,507.87921
2008,Skel,Bulge,1,744.7,152.0023367,0.055864234,0.993388096,519.0957
2009,Shrink,Wave,0.620689655,799.2068966,123.1688304,0.031504527,0.996757956,307.41324
2009,Skel,Wave,0.535714286,850.6428571,130.3044035,0.031612903,0.996599054,294.57343
2009,Skel,Shrink,0.366666667,846.5,132.0110711,0.034314111,0.996439514,322.77618
2009,Balloon,Shrink,0.5,846.5,136.9334726,0.04559527,0.996008686,397.15485
2009,Skel,Balloon,0.931034483,769.137931,143.7180112,0.045827638,0.995019926,450.50989
2009,Balloon,Wave,0.8,827.3333333,140.8013227,0.041538939,0.996043232,429.11118
2009,Bulge,Wave,0.966666667,789.6666667,150.2919008,0.049303781,0.995188334,504.52725
2009,Balloon,Bulge,0.2,794.5333333,147.1281223,0.046626538,0.995574224,408.50665
2009,Bulge,Shrink,0.740740741,782.5555556,156.2337797,0.059229795,0.994578936,507.87921
2009,Skel,Bulge,0.966666667,744.0666667,152.0023367,0.055864234,0.993388096,519.0957
2012,Shrink,Wave,1,1162.214286,123.1688304,0.031504527,0.996757956,307.41324
2012,Skel,Wave,1,1374.866667,130.3044035,0.031612903,0.996599054,294.57343
2012,Skel,Shrink,1,1150.965517,132.0110711,0.034314111,0.996439514,322.77618
2012,Balloon,Shrink,1,1156,136.9334726,0.04559527,0.996008686,397.15485
2012,Skel,Balloon,0.966666667,1030.7,143.7180112,0.045827638,0.995019926,450.50989
2012,Balloon,Wave,1,939.6333333,140.8013227,0.041538939,0.996043232,429.11118
2012,Bulge,Wave,1,974.1333333,150.2919008,0.049303781,0.995188334,504.52725
2012,Balloon,Bulge,1,1278.933333,147.1281223,0.046626538,0.995574224,408.50665
2012,Bulge,Shrink,1,1064.233333,156.2337797,0.059229795,0.994578936,507.87921
2012,Skel,Bulge,1,995.9,152.0023367,0.055864234,0.993388096,519.0957
2013,Shrink,Wave,0.9,1018,123.1688304,0.031504527,0.996757956,307.41324
2013,Skel,Wave,0.966666667,960.6333333,130.3044035,0.031612903,0.996599054,294.57343
2013,Skel,Shrink,0.866666667,902.9,132.0110711,0.034314111,0.996439514,322.77618
2013,Balloon,Shrink,0.965517241,925.7586207,136.9334726,0.04559527,0.996008686,397.15485
2013,Skel,Balloon,0.966666667,858.5333333,143.7180112,0.045827638,0.995019926,450.50989
2013,Balloon,Wave,1,912.0689655,140.8013227,0.041538939,0.996043232,429.11118
2013,Bulge,Wave,1,894.7931034,150.2919008,0.049303781,0.995188334,504.52725
2013,Balloon,Bulge,0.857142857,988.2142857,147.1281223,0.046626538,0.995574224,408.50665
2013,Bulge,Shrink,1,841.1071429,156.2337797,0.059229795,0.994578936,507.87921
2013,Skel,Bulge,0.966666667,767.6666667,152.0023367,0.055864234,0.993388096,519.0957
2014,Shrink,Wave,0.9,1323.5,123.1688304,0.031504527,0.996757956,307.41324
2014,Skel,Wave,1,1411.321429,130.3044035,0.031612903,0.996599054,294.57343
2014,Skel,Shrink,0.933333333,1842.366667,132.0110711,0.034314111,0.996439514,322.77618
2014,Balloon,Shrink,0.933333333,1377.733333,136.9334726,0.04559527,0.996008686,397.15485
2014,Skel,Balloon,0.9,1556.6,143.7180112,0.045827638,0.995019926,450.50989
2014,Balloon,Wave,0.966666667,1357.566667,140.8013227,0.041538939,0.996043232,429.11118
2014,Bulge,Wave,0.966666667,1567.933333,150.2919008,0.049303781,0.995188334,504.52725
2014,Balloon,Bulge,0.862068966,1497.241379,147.1281223,0.046626538,0.995574224,408.50665
2014,Bulge,Shrink,0.933333333,1438.4,156.2337797,0.059229795,0.994578936,507.87921
2014,Skel,Bulge,0.931034483,1249.310345,152.0023367,0.055864234,0.993388096,519.0957
2015,Shrink,Wave,0.896551724,1113.586207,123.1688304,0.031504527,0.996757956,307.41324
2015,Skel,Wave,0.9,1063.1,130.3044035,0.031612903,0.996599054,294.57343
2015,Skel,Shrink,0.892857143,1101.928571,132.0110711,0.034314111,0.996439514,322.77618
2015,Balloon,Shrink,0.933333333,987.2333333,136.9334726,0.04559527,0.996008686,397.15485
2015,Skel,Balloon,0.933333333,1022.366667,143.7180112,0.045827638,0.995019926,450.50989
2015,Balloon,Wave,0.928571429,1000.928571,140.8013227,0.041538939,0.996043232,429.11118
2015,Bulge,Wave,0.966666667,1061.2,150.2919008,0.049303781,0.995188334,504.52725
2015,Balloon,Bulge,0.928571429,1221.857143,147.1281223,0.046626538,0.995574224,408.50665
2015,Bulge,Shrink,0.965517241,904.2413793,156.2337797,0.059229795,0.994578936,507.87921
2015,Skel,Bulge,1,963.2142857,152.0023367,0.055864234,0.993388096,519.0957
2016,Shrink,Wave,1,2856.666667,123.1688304,0.031504527,0.996757956,307.41324
2016,Skel,Wave,1,1933,130.3044035,0.031612903,0.996599054,294.57343
2016,Skel,Shrink,0.928571429,2436.892857,132.0110711,0.034314111,0.996439514,322.77618
2016,Balloon,Shrink,1,2909.111111,136.9334726,0.04559527,0.996008686,397.15485
2016,Skel,Balloon,0.965517241,2378.172414,143.7180112,0.045827638,0.995019926,450.50989
2016,Balloon,Wave,0.925925926,2409.074074,140.8013227,0.041538939,0.996043232,429.11118
2016,Bulge,Wave,1,1883.551724,150.2919008,0.049303781,0.995188334,504.52725
2016,Balloon,Bulge,1,2890.551724,147.1281223,0.046626538,0.995574224,408.50665
2016,Bulge,Shrink,1,2260,156.2337797,0.059229795,0.994578936,507.87921
2016,Skel,Bulge,1,2056.896552,152.0023367,0.055864234,0.993388096,519.0957
2018,Shrink,Wave,0.888888889,4010.944444,123.1688304,0.031504527,0.996757956,307.41324
2018,Skel,Wave,0.777777778,6536,130.3044035,0.031612903,0.996599054,294.57343
2018,Skel,Shrink,0.714285714,8727.071429,132.0110711,0.034314111,0.996439514,322.77618
2018,Balloon,Shrink,0.833333333,7619.166667,136.9334726,0.04559527,0.996008686,397.15485
2018,Skel,Balloon,0.352941176,8319.941176,143.7180112,0.045827638,0.995019926,450.50989
2018,Balloon,Wave,1,4172.956522,140.8013227,0.041538939,0.996043232,429.11118
2018,Bulge,Wave,1,4008.047619,150.2919008,0.049303781,0.995188334,504.52725
2018,Balloon,Bulge,1,3762.111111,147.1281223,0.046626538,0.995574224,408.50665
2018,Bulge,Shrink,1,4035.315789,156.2337797,0.059229795,0.994578936,507.87921
2018,Skel,Bulge,0.894736842,3798.263158,152.0023367,0.055864234,0.993388096,519.0957
2020,Shrink,Wave,0.928571429,1131.785714,123.1688304,0.031504527,0.996757956,307.41324
2020,Skel,Wave,0.933333333,1138.566667,130.3044035,0.031612903,0.996599054,294.57343
2020,Skel,Shrink,0.931034483,1175.068966,132.0110711,0.034314111,0.996439514,322.77618
2020,Balloon,Shrink,0.933333333,1083.666667,136.9334726,0.04559527,0.996008686,397.15485
2020,Skel,Balloon,0.965517241,1106.137931,143.7180112,0.045827638,0.995019926,450.50989
2020,Balloon,Wave,0.964285714,1023,140.8013227,0.041538939,0.996043232,429.11118
2020,Bulge,Wave,0.966666667,1002.566667,150.2919008,0.049303781,0.995188334,504.52725
2020,Balloon,Bulge,0.896551724,1283.931034,147.1281223,0.046626538,0.995574224,408.50665
2020,Bulge,Shrink,1,1079.766667,156.2337797,0.059229795,0.994578936,507.87921
2020,Skel,Bulge,1,1104.2,152.0023367,0.055864234,0.993388096,519.0957
2021,Shrink,Wave,1,1031.033333,123.1688304,0.031504527,0.996757956,307.41324
2021,Skel,Wave,1,971.2666667,130.3044035,0.031612903,0.996599054,294.57343
2021,Skel,Shrink,1,909.1785714,132.0110711,0.034314111,0.996439514,322.77618
2021,Balloon,Shrink,1,995.7931034,136.9334726,0.04559527,0.996008686,397.15485
2021,Skel,Balloon,1,817.6,143.7180112,0.045827638,0.995019926,450.50989
2021,Balloon,Wave,1,793.6206897,140.8013227,0.041538939,0.996043232,429.11118
2021,Bulge,Wave,1,787.7857143,150.2919008,0.049303781,0.995188334,504.52725
2021,Balloon,Bulge,1,1065.033333,147.1281223,0.046626538,0.995574224,408.50665
2021,Bulge,Shrink,1,853.862069,156.2337797,0.059229795,0.994578936,507.87921
2021,Skel,Bulge,1,802.7666667,152.0023367,0.055864234,0.993388096,519.0957
2022,Shrink,Wave,0.892857143,840.3571429,123.1688304,0.031504527,0.996757956,307.41324
2022,Skel,Wave,0.8,821,130.3044035,0.031612903,0.996599054,294.57343
2022,Skel,Shrink,0.933333333,790.4333333,132.0110711,0.034314111,0.996439514,322.77618
2022,Balloon,Shrink,0.966666667,808.2666667,136.9334726,0.04559527,0.996008686,397.15485
2022,Skel,Balloon,0.966666667,776.4333333,143.7180112,0.045827638,0.995019926,450.50989
2022,Balloon,Wave,1,701.6666667,140.8013227,0.041538939,0.996043232,429.11118
2022,Bulge,Wave,1,711.3103448,150.2919008,0.049303781,0.995188334,504.52725
2022,Balloon,Bulge,0.931034483,773.1034483,147.1281223,0.046626538,0.995574224,408.50665
2022,Bulge,Shrink,0.931034483,702.6551724,156.2337797,0.059229795,0.994578936,507.87921
2022,Skel,Bulge,1,685.9,152.0023367,0.055864234,0.993388096,519.0957
2023,Shrink,Wave,0.931034483,1283.172414,123.1688304,0.031504527,0.996757956,307.41324
2023,Skel,Wave,0.851851852,1015.296296,130.3044035,0.031612903,0.996599054,294.57343
2023,Skel,Shrink,0.892857143,1114.821429,132.0110711,0.034314111,0.996439514,322.77618
2023,Balloon,Shrink,1,1016.266667,136.9334726,0.04559527,0.996008686,397.15485
2023,Skel,Balloon,1,992.25,143.7180112,0.045827638,0.995019926,450.50989
2023,Balloon,Wave,0.933333333,914.1666667,140.8013227,0.041538939,0.996043232,429.11118
2023,Bulge,Wave,1,1042,150.2919008,0.049303781,0.995188334,504.52725
2023,Balloon,Bulge,0.862068966,1237.862069,147.1281223,0.046626538,0.995574224,408.50665
2023,Bulge,Shrink,0.964285714,858,156.2337797,0.059229795,0.994578936,507.87921
2023,Skel,Bulge,1,930.962963,152.0023367,0.055864234,0.993388096,519.0957
2024,Shrink,Wave,0.733333333,1292.2,123.1688304,0.031504527,0.996757956,307.41324
2024,Skel,Wave,0.766666667,1214.333333,130.3044035,0.031612903,0.996599054,294.57343
2024,Skel,Shrink,0.821428571,1062.607143,132.0110711,0.034314111,0.996439514,322.77618
2024,Balloon,Shrink,0.851851852,1083.037037,136.9334726,0.04559527,0.996008686,397.15485
2024,Skel,Balloon,1,906.9,143.7180112,0.045827638,0.995019926,450.50989
2024,Balloon,Wave,0.966666667,986.5666667,140.8013227,0.041538939,0.996043232,429.11118
2024,Bulge,Wave,1,1062.833333,150.2919008,0.049303781,0.995188334,504.52725
2024,Balloon,Bulge,0.344827586,1346.758621,147.1281223,0.046626538,0.995574224,408.50665
2024,Bulge,Shrink,0.931034483,1026.172414,156.2337797,0.059229795,0.994578936,507.87921
2024,Skel,Bulge,1,958.5666667,152.0023367,0.055864234,0.993388096,519.0957
2025,Shrink,Wave,0.793103448,1795.241379,123.1688304,0.031504527,0.996757956,307.41324
2025,Skel,Wave,0.962962963,1894.407407,130.3044035,0.031612903,0.996599054,294.57343
2025,Skel,Shrink,0.866666667,1409.066667,132.0110711,0.034314111,0.996439514,322.77618
2025,Balloon,Shrink,0.896551724,1566.862069,136.9334726,0.04559527,0.996008686,397.15485
2025,Skel,Balloon,0.866666667,1228.566667,143.7180112,0.045827638,0.995019926,450.50989
2025,Balloon,Wave,0.862068966,1204.206897,140.8013227,0.041538939,0.996043232,429.11118
2025,Bulge,Wave,0.9,1661.566667,150.2919008,0.049303781,0.995188334,504.52725
2025,Balloon,Bulge,0.851851852,1600.740741,147.1281223,0.046626538,0.995574224,408.50665
2025,Bulge,Shrink,0.962962963,1444.37037,156.2337797,0.059229795,0.994578936,507.87921
2025,Skel,Bulge,0.933333333,1110.866667,152.0023367,0.055864234,0.993388096,519.0957
2026,Shrink,Wave,1,1035.966667,123.1688304,0.031504527,0.996757956,307.41324
2026,Skel,Wave,0.931034483,988.5862069,130.3044035,0.031612903,0.996599054,294.57343
2026,Skel,Shrink,1,1178.033333,132.0110711,0.034314111,0.996439514,322.77618
2026,Balloon,Shrink,1,983.6428571,136.9334726,0.04559527,0.996008686,397.15485
2026,Skel,Balloon,1,798.8275862,143.7180112,0.045827638,0.995019926,450.50989
2026,Balloon,Wave,1,860.2,140.8013227,0.041538939,0.996043232,429.11118
2026,Bulge,Wave,1,790.8333333,150.2919008,0.049303781,0.995188334,504.52725
2026,Balloon,Bulge,0.964285714,1185.25,147.1281223,0.046626538,0.995574224,408.50665
2026,Bulge,Shrink,1,838.5666667,156.2337797,0.059229795,0.994578936,507.87921
2026,Skel,Bulge,1,834.3333333,152.0023367,0.055864234,0.993388096,519.0957
2027,Shrink,Wave,0.642857143,2178.321429,123.1688304,0.031504527,0.996757956,307.41324
2027,Skel,Wave,0.75,2361.071429,130.3044035,0.031612903,0.996599054,294.57343
2027,Skel,Shrink,0.586206897,2259.793103,132.0110711,0.034314111,0.996439514,322.77618
2027,Balloon,Shrink,0.571428571,3082.75,136.9334726,0.04559527,0.996008686,397.15485
2027,Skel,Balloon,0.62962963,2712,143.7180112,0.045827638,0.995019926,450.50989
2027,Balloon,Wave,0.777777778,3194.222222,140.8013227,0.041538939,0.996043232,429.11118
2027,Bulge,Wave,0.827586207,2118.724138,150.2919008,0.049303781,0.995188334,504.52725
2027,Balloon,Bulge,0.862068966,3297.034483,147.1281223,0.046626538,0.995574224,408.50665
2027,Bulge,Shrink,0.821428571,2914.821429,156.2337797,0.059229795,0.994578936,507.87921
2027,Skel,Bulge,0.814814815,1714.481481,152.0023367,0.055864234,0.993388096,519.0957
2028,Shrink,Wave,0.25,864.625,123.1688304,0.031504527,0.996757956,307.41324
2028,Skel,Wave,0.291666667,1180.416667,130.3044035,0.031612903,0.996599054,294.57343
2028,Skel,Shrink,0.347826087,1095.565217,132.0110711,0.034314111,0.996439514,322.77618
2028,Balloon,Shrink,0.315789474,1140.947368,136.9334726,0.04559527,0.996008686,397.15485
2028,Skel,Balloon,0.043478261,1089.608696,143.7180112,0.045827638,0.995019926,450.50989
2028,Balloon,Wave,0.36,1396.44,140.8013227,0.041538939,0.996043232,429.11118
2028,Bulge,Wave,0.333333333,1457.857143,150.2919008,0.049303781,0.995188334,504.52725
2028,Balloon,Bulge,0.444444444,1433.111111,147.1281223,0.046626538,0.995574224,408.50665
2028,Bulge,Shrink,0.3,1121.25,156.2337797,0.059229795,0.994578936,507.87921
2028,Skel,Bulge,0.15,964.5,152.0023367,0.055864234,0.993388096,519.0957
2029,Shrink,Wave,0.964285714,1653,123.1688304,0.031504527,0.996757956,307.41324
2029,Skel,Wave,0.966666667,1349.966667,130.3044035,0.031612903,0.996599054,294.57343
2029,Skel,Shrink,1,1309.2,132.0110711,0.034314111,0.996439514,322.77618
2029,Balloon,Shrink,0.966666667,1593.766667,136.9334726,0.04559527,0.996008686,397.15485
2029,Skel,Balloon,1,1382.266667,143.7180112,0.045827638,0.995019926,450.50989
2029,Balloon,Wave,1,1215.827586,140.8013227,0.041538939,0.996043232,429.11118
2029,Bulge,Wave,0.964285714,1303.928571,150.2919008,0.049303781,0.995188334,504.52725
2029,Balloon,Bulge,0.964285714,1625.321429,147.1281223,0.046626538,0.995574224,408.50665
2029,Bulge,Shrink,1,1428.172414,156.2337797,0.059229795,0.994578936,507.87921
2029,Skel,Bulge,1,1290.766667,152.0023367,0.055864234,0.993388096,519.0957
2030,Shrink,Wave,0.933333333,1334.733333,123.1688304,0.031504527,0.996757956,307.41324
2030,Skel,Wave,0.966666667,1330.466667,130.3044035,0.031612903,0.996599054,294.57343
2030,Skel,Shrink,0.966666667,1270.566667,132.0110711,0.034314111,0.996439514,322.77618
2030,Balloon,Shrink,0.966666667,1155.366667,136.9334726,0.04559527,0.996008686,397.15485
2030,Skel,Balloon,1,1024.2,143.7180112,0.045827638,0.995019926,450.50989
2030,Balloon,Wave,1,1090.866667,140.8013227,0.041538939,0.996043232,429.11118
2030,Bulge,Wave,0.964285714,1215.142857,150.2919008,0.049303781,0.995188334,504.52725
2030,Balloon,Bulge,0.962962963,1342.703704,147.1281223,0.046626538,0.995574224,408.50665
2030,Bulge,Shrink,0.966666667,1124.3,156.2337797,0.059229795,0.994578936,507.87921
2030,Skel,Bulge,1,1169.366667,152.0023367,0.055864234,0.993388096,519.0957
2031,Shrink,Wave,0.846153846,949.7692308,123.1688304,0.031504527,0.996757956,307.41324
2031,Skel,Wave,0.928571429,958.6785714,130.3044035,0.031612903,0.996599054,294.57343
2031,Skel,Shrink,0.814814815,985.7777778,132.0110711,0.034314111,0.996439514,322.77618
2031,Balloon,Shrink,0.9,940.4,136.9334726,0.04559527,0.996008686,397.15485
2031,Skel,Balloon,0.928571429,853.1785714,143.7180112,0.045827638,0.995019926,450.50989
2031,Balloon,Wave,0.966666667,821.9,140.8013227,0.041538939,0.996043232,429.11118
2031,Bulge,Wave,1,931.5666667,150.2919008,0.049303781,0.995188334,504.52725
2031,Balloon,Bulge,0.857142857,982.8928571,147.1281223,0.046626538,0.995574224,408.50665
2031,Bulge,Shrink,1,829.1666667,156.2337797,0.059229795,0.994578936,507.87921
2031,Skel,Bulge,1,817.0666667,152.0023367,0.055864234,0.993388096,519.0957
2032,Shrink,Wave,0.9,1667.3,123.1688304,0.031504527,0.996757956,307.41324
2032,Skel,Wave,1,1880.103448,130.3044035,0.031612903,0.996599054,294.57343
2032,Skel,Shrink,0.931034483,2087.724138,132.0110711,0.034314111,0.996439514,322.77618
2032,Balloon,Shrink,1,2134.333333,136.9334726,0.04559527,0.996008686,397.15485
2032,Skel,Balloon,1,1941.689655,143.7180112,0.045827638,0.995019926,450.50989
2032,Balloon,Wave,1,1600.266667,140.8013227,0.041538939,0.996043232,429.11118
2032,Bulge,Wave,1,1663.233333,150.2919008,0.049303781,0.995188334,504.52725
2032,Balloon,Bulge,1,1961.433333,147.1281223,0.046626538,0.995574224,408.50665
2032,Bulge,Shrink,0.966666667,1831.9,156.2337797,0.059229795,0.994578936,507.87921
2032,Skel,Bulge,1,1620.833333,152.0023367,0.055864234,0.993388096,519.0957
2033,Shrink,Wave,0.931034483,1663,123.1688304,0.031504527,0.996757956,307.41324
2033,Skel,Wave,0.962962963,1464.296296,130.3044035,0.031612903,0.996599054,294.57343
2033,Skel,Shrink,1,1565.241379,132.0110711,0.034314111,0.996439514,322.77618
2033,Balloon,Shrink,1,1799.533333,136.9334726,0.04559527,0.996008686,397.15485
2033,Skel,Balloon,1,1474.933333,143.7180112,0.045827638,0.995019926,450.50989
2033,Balloon,Wave,0.933333333,1592.333333,140.8013227,0.041538939,0.996043232,429.11118
2033,Bulge,Wave,0.966666667,1557.766667,150.2919008,0.049303781,0.995188334,504.52725
2033,Balloon,Bulge,1,1653.392857,147.1281223,0.046626538,0.995574224,408.50665
2033,Bulge,Shrink,0.965517241,1430.551724,156.2337797,0.059229795,0.994578936,507.87921
2033,Skel,Bulge,0.965517241,1293.62069,152.0023367,0.055864234,0.993388096,519.0957
2034,Shrink,Wave,0.933333333,1701.933333,123.1688304,0.031504527,0.996757956,307.41324
2034,Skel,Wave,0.962962963,1503.851852,130.3044035,0.031612903,0.996599054,294.57343
2034,Skel,Shrink,0.965517241,2698.275862,132.0110711,0.034314111,0.996439514,322.77618
2034,Balloon,Shrink,0.965517241,1848.827586,136.9334726,0.04559527,0.996008686,397.15485
2034,Skel,Balloon,0.933333333,1810.533333,143.7180112,0.045827638,0.995019926,450.50989
2034,Balloon,Wave,1,1366.933333,140.8013227,0.041538939,0.996043232,429.11118
